number,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,body_type,mileage,engine,max_power,seats
6817,Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Individual,Manual,First Owner,Jeep,15.5,1799,227,5
6818,Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Individual,Manual,Second Owner,Wagon,24.4,1120,111,5
6819,Maruti Ertiga LDI,2012,400000,90000,Diesel,Individual,Manual,First Owner,Coupe,20.77,1248,142,7
6820,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Individual,Manual,First Owner,Hatchback,12.99,2494,329,7
6821,Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Individual,Manual,First Owner,MUV/SUV,21.02,1248,168,5
6822,Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Individual,Manual,Second Owner,Van,19.67,1582,202,5
6823,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Individual,Manual,Second Owner,Convertible,24.3,1248,189,5
6824,Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,Convertible,15.6,1196,125,5
6825,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Individual,Manual,First Owner,Wagon,23,1498,145,5
6826,Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Individual,Manual,First Owner,Jeep,17.19,1197,119,5
6827,Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Individual,Manual,First Owner,Convertible,18.6,1197,110,5
6828,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,Convertible,15.96,2523,387,9
6829,Tata Safari Storme LX,2014,540000,77500,Diesel,Individual,Manual,Second Owner,Sedan,14,2179,288,7
6830,Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Individual,Manual,Second Owner,MUV/SUV,25.2,1248,177,5
6831,Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,Van,25.17,799,53,5
6832,Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Individual,Manual,First Owner,Coupe,16.8,796,55,5
6833,Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,Coupe,18.15,1198,146,6
6834,Maruti Alto LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,Hatchback,19.7,796,61,5
6835,Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Individual,Manual,First Owner,Hatchback,17.5,1298,133,5
6836,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Individual,Manual,Second Owner,Sedan,12.99,2494,289,8
6837,Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Individual,Manual,First Owner,Jeep,28.4,1248,158,5
6838,Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Individual,Manual,First Owner,Hatchback,26.59,1248,182,5
6839,Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Individual,Manual,First Owner,MUV/SUV,13.58,2499,302,10
6840,Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Individual,Manual,First Owner,Hatchback,13.6,2523,337,7
6841,Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,Wagon,18.15,1198,124,5
6842,Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Individual,Manual,First Owner,Wagon,13.45,1086,119,5
6843,Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,Sedan,25.83,1498,177,5
6844,Maruti Wagon R LXI,2005,65000,90000,Petrol,Individual,Manual,Second Owner,Convertible,18.9,998,124,5
6845,Hyundai Santro GLS I - Euro II,2007,150000,60000,Petrol,Individual,Manual,Third Owner,Van,19.41878336,1458,186,7
6846,Ford Figo Diesel LXI,2015,300000,140000,Diesel,Individual,Manual,First Owner,Hatchback,20,1399,143,5
6847,Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Individual,Manual,Third Owner,Wagon,12.7,2609,379,8
6848,Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Individual,Manual,First Owner,Van,20.3,1199,121,5
6849,Maruti Alto 800 LXI,2014,190000,70000,Petrol,Individual,Manual,Third Owner,Wagon,22.74,796,59,5
6850,Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Individual,Manual,First Owner,Jeep,22.5,999,115,5
6851,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,90000,Diesel,Individual,Manual,First Owner,MUV/SUV,12.8,2494,282,8
6852,Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,110000,Diesel,Individual,Automatic,First Owner,Van,18.49,1493,175,7
6853,Maruti Alto K10 VXI,2019,350000,15000,Petrol,Individual,Manual,First Owner,Coupe,23.95,998,90,5
6854,Maruti Alto 800 VXI,2020,360000,5000,Petrol,Individual,Manual,First Owner,Wagon,22.05,796,55,5
6855,Renault KWID RXE,2017,285000,5000,Petrol,Individual,Manual,First Owner,Hatchback,25.17,799,59,5
6856,Maruti Alto 800 LX,2013,160000,70000,Petrol,Individual,Manual,Second Owner,Convertible,22.74,796,61,5
6857,Datsun GO Plus D,2015,229999,60000,Petrol,Individual,Manual,Second Owner,Coupe,19.44,1198,145,7
6858,Maruti Alto LXi,2007,85000,120000,Petrol,Individual,Manual,Third Owner,Sedan,19.7,796,59,5
6859,Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Individual,Manual,First Owner,Convertible,22.5,999,111,5
6860,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,675000,120000,Diesel,Individual,Manual,First Owner,Convertible,12.05,2179,278,7
6861,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,145241,Diesel,Individual,Manual,First Owner,Coupe,12.05,2179,298,7
6862,Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,110000,Diesel,Individual,Manual,First Owner,Sedan,12.7,2609,370,8
6863,Renault KWID RXT,2016,254999,30000,Petrol,Individual,Manual,Third Owner,Hatchback,25.17,799,59,5
6864,Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,Convertible,15.4,2179,286,7
6865,Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Individual,Manual,First Owner,Convertible,23.4,1248,192,5
6866,Toyota Etios Liva GD,2015,450000,80000,Diesel,Individual,Manual,First Owner,Jeep,23.59,1364,145,5
6867,Toyota Innova Crysta 2.8 GX AT BSIV,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,Coupe,11.36,2755,317,7
6868,Maruti Vitara Brezza VDi Option,2017,725000,50000,Diesel,Individual,Manual,First Owner,Wagon,24.3,1248,144,5
6869,Tata Safari Storme LX,2013,466000,95500,Diesel,Individual,Manual,Second Owner,Jeep,14,2179,335,7
6870,Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,MUV/SUV,18.16,1196,104,5
6871,Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Individual,Manual,Third Owner,Van,18.2,1061,114,5
6872,Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,Coupe,23.1,998,126,5
6873,Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,Coupe,18.9,1197,148,5
6874,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,Coupe,24.3,1248,129,5
6875,Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,Hatchback,17.01,1591,199,5
6876,Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,Hatchback,17.6,1496,158,5
6877,Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,Convertible,19,998,112,5
6878,Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,Jeep,18.2,998,127,5
6879,Maruti 800 AC BSIII,2004,120000,80000,Petrol,Individual,Manual,Second Owner,Hatchback,16.1,796,61,4
6880,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,Jeep,17.57,1193,116,5
6881,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,Convertible,16,2179,336,7
6882,Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Individual,Manual,First Owner,Coupe,24,1186,131,5
6883,Hyundai EON Era Plus,2013,165000,45000,Petrol,Individual,Manual,Second Owner,Jeep,21.1,814,107,5
6884,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Individual,Manual,First Owner,Jeep,20.4,1197,114,5
6885,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Individual,Manual,First Owner,Jeep,20.4,1197,151,5
6886,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,Hatchback,16,1368,179,5
6887,Maruti Alto K10 VXI,2014,229999,53473,Petrol,Individual,Manual,First Owner,MUV/SUV,23.95,998,112,5
6888,Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Individual,Manual,Second Owner,Jeep,15.96,2523,315,9
6889,Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Individual,Manual,First Owner,Hatchback,16,2179,299,7
6890,Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Individual,Manual,First Owner,Wagon,17.92,1086,118,5
6891,Hyundai Xcent 1.1 CRDi S,2015,360000,120000,Diesel,Individual,Manual,First Owner,Coupe,24.4,1120,113,5
6892,Maruti Alto K10 VXI,2018,350000,40000,Petrol,Individual,Manual,First Owner,Convertible,23.95,998,121,5
6893,Hyundai Verna 1.6 SX CRDi (O),2012,500000,70000,Diesel,Individual,Manual,First Owner,MUV/SUV,22.32,1582,202,5
6894,Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Individual,Manual,Third Owner,Coupe,25.44,936,127,5
6895,Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Individual,Manual,First Owner,Jeep,18.2,1199,105,5
6896,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010,180000,87000,Diesel,Individual,Manual,First Owner,Van,19.41878336,1458,180,7
6897,Hyundai Accent GLE,2009,180000,87000,Petrol,Individual,Manual,Second Owner,Wagon,13.2,1495,181,5
6898,Mahindra Bolero GLX,2006,200000,120000,Diesel,Individual,Manual,Second Owner,MUV/SUV,19.41878336,1458,142,7
6899,Maruti Swift Dzire VDI,2013,530000,40000,Diesel,Individual,Manual,First Owner,Convertible,23.4,1248,179,5
6900,Renault Duster 110PS Diesel RxL,2014,620000,90000,Diesel,Individual,Manual,Second Owner,MUV/SUV,19.01,1461,191,5
6901,Toyota Etios G,2015,360000,110000,Petrol,Individual,Manual,Third Owner,Wagon,16.78,1496,199,5
6902,Hyundai Santro Xing GLS,2010,245000,86000,Petrol,Individual,Manual,Second Owner,Van,17.92,1086,105,5
6903,Maruti Swift VDI BSIV,2009,370000,120000,Diesel,Individual,Manual,First Owner,Convertible,19.41878336,1458,178,7
6904,Ford Ikon 1.6 Really Sport,2003,130000,80000,Petrol,Individual,Manual,Third Owner,Hatchback,14.2,1597,181,5
6905,Maruti Esteem LX - BSIII,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,Jeep,15.9,1298,149,5
6906,Maruti Esteem LX - BSIII,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Van,15.9,1298,152,5
6907,Ford Fiesta 1.5 TDCi Titanium,2014,650000,140000,Diesel,Individual,Manual,Second Owner,MUV/SUV,25.01,1498,157,5
6908,Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,Coupe,21.21,1197,132,5
6909,Maruti Alto K10 VXI,2015,300000,24000,Petrol,Individual,Manual,First Owner,Coupe,23.95,998,80,5
6910,Hyundai Grand i10 CRDi Magna,2014,425000,60000,Diesel,Individual,Manual,First Owner,MUV/SUV,24,1120,112,5
6911,Hyundai Verna 1.6 SX CRDi (O),2012,450000,150000,Diesel,Individual,Manual,Third Owner,Sedan,22.32,1582,160,5
6912,Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Individual,Manual,First Owner,Van,22.32,1582,194,5
6913,Hyundai i10 Sportz AT,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,Van,16.95,1197,124,5
6914,Maruti Ertiga LDI Option,2013,650000,90000,Diesel,Individual,Manual,First Owner,Convertible,20.77,1248,152,7
6915,Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,Van,19.09,1396,189,5
6916,Tata Indica Vista TDI LS,2014,250000,120000,Diesel,Individual,Manual,First Owner,Coupe,19.1,1405,150,5
6917,Chevrolet Beat Diesel LT,2012,225000,100000,Diesel,Individual,Manual,Third Owner,Jeep,25.44,936,81,5
6918,Tata Indica V2 2001-2011 DLS BSIII,2007,55000,75958,Diesel,Individual,Manual,Second Owner,Hatchback,17.88,1396,178,5
6919,Maruti 800 AC,1996,42000,70000,Petrol,Individual,Manual,Third Owner,Convertible,16.1,796,61,4
6920,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,250000,100000,Diesel,Individual,Manual,Second Owner,Convertible,19.41878336,1458,138,7
6921,Hyundai Tucson CRDi,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,Jeep,12.6,1991,269,7
6922,Tata Indica V2 DLS TC,2007,80000,110000,Diesel,Individual,Manual,Third Owner,Van,16.8,1405,163,5
6923,Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Individual,Manual,First Owner,Sedan,20.85,1197,134,5
6924,Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Individual,Manual,First Owner,Van,25.83,1498,132,5
6925,Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,Convertible,22.9,1248,144,5
6926,Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,Manual,First Owner,Van,15.96,2523,383,7
6927,Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Individual,Manual,Second Owner,MUV/SUV,13.93,2179,310,7
6928,Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,Manual,First Owner,Sedan,20.36,1197,119,5
6929,Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Individual,Manual,First Owner,Jeep,23.4,1248,161,5
6930,Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Individual,Manual,Third Owner,Hatchback,18.8,1248,170,5
6931,Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,Manual,First Owner,Jeep,14,2523,386,8
6932,Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,Manual,First Owner,Wagon,18.49,1493,161,7
6933,Tata Manza Aqua Safire,2010,150000,80000,Petrol,Individual,Manual,Third Owner,Sedan,15,1368,160,5
6934,Hyundai EON Magna Plus,2014,190000,60000,Petrol,Individual,Manual,Second Owner,MUV/SUV,21.1,814,63,5
6935,Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,Manual,First Owner,Convertible,15.96,2523,366,7
6936,Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Individual,Manual,First Owner,Van,25.2,1248,175,5
6937,Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,Manual,First Owner,Jeep,20.86,1199,124,5
6938,Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,Van,22.54,1396,152,5
6939,Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,Manual,First Owner,Sedan,23.2,1248,173,5
6940,Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Individual,Manual,Second Owner,Van,16.1,1298,156,5
6941,Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Individual,Manual,Second Owner,Coupe,17.88,1405,133,5
6942,Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.6,1197,113,5
6943,Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,Wagon,15.4,2179,317,7
6944,Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Individual,Manual,Second Owner,Van,14.4,1599,159,5
6945,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Coupe,13.6,1999,275,5
6946,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,MUV/SUV,22.37,2487,281,5
6947,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Coupe,19.33,1999,240,5
6948,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,Van,14.1,2179,338,7
6949,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Hatchback,18,1969,270,5
6950,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Van,19.16,2494,304,5
6951,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Sedan,21.79,998,133,5
6952,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Van,27.39,1248,192,5
6953,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Convertible,18.2,1199,121,5
6954,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Wagon,12.99,2494,307,7
6955,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Wagon,22,1197,126,5
6956,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,MUV/SUV,16.78,1496,133,5
6957,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Coupe,22,1197,121,5
6958,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Jeep,24,1186,119,5
6959,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,Wagon,16.78,1995,211,5
6960,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,MUV/SUV,16.78,1995,219,5
6961,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,MUV/SUV,19,1199,108,5
6962,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Van,14.3,1598,221,5
6963,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Coupe,16.8,1984,266,5
6964,Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Individual,Manual,Second Owner,Coupe,23.4,1248,149,5
6965,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,Manual,First Owner,Jeep,25.1,1248,167,5
6966,Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,Manual,First Owner,Jeep,19.83,1198,121,5
6967,Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Individual,Manual,Second Owner,Jeep,18.1,1493,133,5
6968,Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Individual,Manual,First Owner,Sedan,23.01,999,117,5
6969,Toyota Etios GD,2015,509999,100000,Diesel,Individual,Manual,Second Owner,Sedan,23.59,1364,142,5
6970,Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,Manual,Third Owner,Sedan,15.96,2523,324,9
6971,Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,Manual,First Owner,Sedan,17.57,1193,113,5
6972,Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Individual,Manual,Second Owner,Wagon,20.92,998,138,5
6973,Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Individual,Manual,Second Owner,Coupe,22.54,1396,166,5
6974,Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,Coupe,15.4,2179,281,7
6975,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,Jeep,13.68,2393,332,7
6976,Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,Manual,First Owner,Sedan,20.36,1197,149,5
6977,Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,Van,16,2179,292,7
6978,Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,Manual,First Owner,Wagon,18.5,1197,108,5
6979,Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.9,1197,109,5
6980,Maruti Swift LDI,2013,370000,90000,Diesel,Individual,Manual,Second Owner,Hatchback,22.9,1248,191,5
6981,Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Individual,Manual,First Owner,Convertible,17.5,1298,131,5
6982,Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,Manual,First Owner,MUV/SUV,22.1,1248,178,5
6983,Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,Manual,First Owner,Convertible,25.32,1198,142,6
6984,Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,Wagon,14.6,1368,180,5
6985,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,Convertible,10.75,2694,395,8
6986,Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,Hatchback,14,796,61,5
6987,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,MUV/SUV,22.74,796,60,5
6988,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,Manual,First Owner,Coupe,15.96,2523,329,7
6989,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,MUV/SUV,18.9,1197,106,5
6990,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Dealer,Manual,First Owner,Sedan,17,1497,144,5
6991,Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Dealer,Manual,First Owner,Jeep,15.1,2179,306,7
6992,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Wagon,11.5,2982,323,7
6993,Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,Manual,First Owner,Hatchback,22.7,799,53,5
6994,Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,Manual,First Owner,Coupe,20.36,1197,141,5
6995,Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Individual,Automatic,First Owner,Hatchback,20.51,998,118,5
6996,Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,MUV/SUV,18.5,1197,129,5
6997,Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Individual,Manual,Third Owner,Sedan,19.41878336,1458,171,7
6998,Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,Manual,First Owner,Hatchback,18.8,1248,135,5
6999,Hyundai EON Era,2012,179000,30000,Petrol,Individual,Manual,Second Owner,Wagon,21.1,814,65,5
7000,Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Individual,Manual,Second Owner,Sedan,20.36,1197,137,5
7001,Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Individual,Manual,Second Owner,Sedan,18.2,1061,148,5
7002,Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,Manual,Second Owner,Sedan,13.6,2523,397,7
7003,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,Sedan,20,1399,157,5
7004,Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Individual,Manual,First Owner,Coupe,20.51,998,86,5
7005,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,Sedan,15.6,1196,127,5
